fl,tl,TL - FL,w,pit,sx,d,m,y,site,,,,,,,,,,,,,,,,,
264,301,37,288,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
236,271,35,176,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
219,250,31,153,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
246,283,37,195,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
246,283,37,197,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
246,279,33,178,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
224,255,31,146,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
234,270,36,183,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
245,281,36,202,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
230,260,30,163,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
247,280,33,214,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
226,261,35,167,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
215,247,32,151,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
196,226,30,111,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
229,260,31,166,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
205,234,29,111,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
241,276,35,206,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
257,297,40,260,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
238,274,36,185,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
235,273,38,193,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
246,283,37,196,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
204,236,32,120,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
203,232,29,113,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
265,297,32,249,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
265,301,36,283,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
236,270,34,179,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
259,290,31,256,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
257,290,33,202,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
251,289,38,240,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
240,275,35,194,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
237,271,34,178,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
251,285,34,237,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
260,296,36,262,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
226,262,36,164,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
237,271,34,187,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
263,304,41,244,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
247,278,31,193,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
220,254,34,168,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
210,241,31,120,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
238,273,35,190,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
263,300,37,257,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
228,262,34,184,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
234,272,38,212,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
225,257,32,165,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
222,246,24,185,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
234,266,32,138,9.00228E+14,na,5,6,2017,fldd,,,,,,,,,,,,,,,,,
256,295,39,242,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
242,273,31,195,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
254,291,37,223,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
251,286,35,254,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
220,256,36,144,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
242,273,31,198,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
246,278,32,222,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
240,272,32,204,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
235,266,31,232,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
249,283,34,225,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
206,241,35,143,9.00228E+14,na,5,6,2017,fldd,,,,,,,,,,,,,,,,,
208,239,31,245,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
225,255,30,163,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
246,279,33,229,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
262,299,37,221,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
231,259,28,152,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
230,262,32,163,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
255,289,34,230,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
196,225,29,114,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
252,285,33,224,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
257,290,33,240,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
238,270,32,195,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
234,266,32,165,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
240,275,35,197,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
215,240,25,134,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
254,277,23,173,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
236,260,24,163,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
205,239,34,116,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
235,267,32,150,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
231,264,33,175,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
210,245,35,127,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
238,274,36,193,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
233,268,35,173,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
227,259,32,158,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
232,258,26,179,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
249,282,33,239,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
220,249,29,140,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
245,274,29,207,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
230,264,34,182,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
240,275,35,175,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
236,278,42,188,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
233,267,34,182,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
215,246,31,131,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
243,276,33,196,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
215,245,30,127,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
231,263,32,169,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
200,229,29,120,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
230,264,34,173,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
232,269,37,162,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
245,281,36,186,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
220,253,33,169,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
228,259,31,162,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
205,236,31,141,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
236,282,46,286,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
210,242,32,124,9.00228E+14,m,6,6,2017,fldd,,,,,,,,,,,,,,,,,
214,245,31,143,9.00228E+14,m,6,6,2017,fldd,,,,,,,,,,,,,,,,,
244,275,31,215,9.00228E+14,f,6,6,2017,fldd,,,,,,,,,,,,,,,,,
260,301,41,280,9.00228E+14,f,6,6,2017,fldd,,,,,,,,,,,,,,,,,
232,265,33,188,9.00228E+14,f,6,6,2017,fldd,,,,,,,,,,,,,,,,,
227,260,33,163,9.00228E+14,m,6,6,2017,fldd,,,,,,,,,,,,,,,,,
202,233,31,109,9.00228E+14,m,6,6,2017,fldd,,,,,,,,,,,,,,,,,
250,285,35,251,9.00228E+14,f,6,6,2017,fldd,,,,,,,,,,,,,,,,,
256,296,40,254,9.00228E+14,f,6,6,2017,fldd,,,,,,,,,,,,,,,,,
216,245,29,142,9.00228E+14,m,6,6,2017,fldd,,,,,,,,,,,,,,,,,
235,269,34,185,9.00228E+14,m,6,6,2017,fldd,,,,,,,,,,,,,,,,,
259,302,43,261,9.00228E+14,f,7,6,2017,fldd,,,,,,,,,,,,,,,,,
253,287,34,219,9.00228E+14,f,7,6,2017,fldd,,,,,,,,,,,,,,,,,
251,285,34,222,9.00228E+14,f,7,6,2017,fldd,,,,,,,,,,,,,,,,,
250,284,34,225,9.00228E+14,f,7,6,2017,fldd,,,,,,,,,,,,,,,,,
235,272,37,181,9.00228E+14,m,7,6,2017,fldd,,,,,,,,,,,,,,,,,
220,255,35,158,9.00228E+14,f,7,6,2017,fldd,,,,,,,,,,,,,,,,,
267,304,37,253,9.00228E+14,f,7,6,2017,fldd,,,,,,,,,,,,,,,,,
212,243,31,125,9.00228E+14,f,7,6,2017,fldd,,,,,,,,,,,,,,,,,
264,303,39,260,9.00228E+14,f,7,6,2017,fldd,,,,,,,,,,,,,,,,,
215,247,32,116,9.00228E+14,f,9,6,2017,fldd,,,,,,,,,,,,,,,,,
220,250,30,15,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
243,276,33,220,9.00228E+14,f,9,6,2017,fldd,,,,,,,,,,,,,,,,,
227,261,34,155,9.00228E+14,f,9,6,2017,fldd,,,,,,,,,,,,,,,,,
234,266,32,189,9.00228E+14,f,9,6,2017,fldd,,,,,,,,,,,,,,,,,
253,289,36,205,9.00228E+14,f,9,6,2017,fldd,,,,,,,,,,,,,,,,,
239,271,32,205,9.00228E+14,f,9,6,2017,fldd,,,,,,,,,,,,,,,,,
256,293,37,242,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
226,258,32,162,9.00228E+14,f,9,6,2017,fldd,,,,,,,,,,,,,,,,,
278,321,43,298,9.00228E+14,f,9,6,2017,fldd,,,,,,,,,,,,,,,,,
248,285,37,265,9.00228E+14,f,9,6,2017,fldd,,,,,,,,,,,,,,,,,
235,271,36,188,9.00228E+14,f,9,6,2017,fldd,,,,,,,,,,,,,,,,,
197,226,29,110,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
246,283,37,212,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
252,293,41,225,9.00228E+14,f,9,6,2017,fldd,,,,,,,,,,,,,,,,,
236,271,35,179,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
233,266,33,184,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
260,300,40,239,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
260,294,34,267,9.00228E+14,f,9,6,2017,fldd,,,,,,,,,,,,,,,,,
251,287,36,241,9.00228E+14,f,9,6,2017,fldd,,,,,,,,,,,,,,,,,
226,258,32,160,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
274,314,40,323,9.00228E+14,f,9,6,2017,fldd,,,,,,,,,,,,,,,,,
203,232,29,119,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
231,263,32,171,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
225,258,33,146,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
249,286,37,217,9.00228E+14,f,9,6,2017,fldd,,,,,,,,,,,,,,,,,
240,276,36,179,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
244,276,32,220,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
207,240,33,130,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
246,278,32,203,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
251,285,34,213,9.00228E+14,f,9,6,2017,fldd,,,,,,,,,,,,,,,,,
205,234,29,112,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
220,250,30,151,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
231,262,31,186,9.00228E+14,f,9,6,2017,fldd,,,,,,,,,,,,,,,,,
245,280,35,203,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
230,261,31,164,9.00228E+14,f,9,6,2017,fldd,,,,,,,,,,,,,,,,,
221,252,31,156,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
234,267,33,113,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
200,227,27,106,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
209,241,32,121,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
213,244,31,138,9.00228E+14,m,9,6,2017,fldd,,,,,,,,,,,,,,,,,
246,281,35,215,9.00228E+14,f,9,6,2017,fldd,,,,,,,,,,,,,,,,,
206,237,31,118,9.00228E+14,m,10,6,2017,fldd,,,,,,,,,,,,,,,,,
218,252,34,153,9.00228E+14,m,10,6,2017,fldd,,,,,,,,,,,,,,,,,
206,237,31,121,9.00228E+14,m,10,6,2017,fldd,,,,,,,,,,,,,,,,,
232,267,35,176,9.00228E+14,m,10,6,2017,fldd,,,,,,,,,,,,,,,,,
234,265,31,173,9.00228E+14,m,10,6,2017,fldd,,,,,,,,,,,,,,,,,
210,240,30,140,9.00228E+14,f,10,6,2017,fldd,,,,,,,,,,,,,,,,,
255,292,37,240,9.00228E+14,m,10,6,2017,fldd,,,,,,,,,,,,,,,,,
207,237,30,122,9.00228E+14,m,10,6,2017,fldd,,,,,,,,,,,,,,,,,
235,270,35,195,9.00228E+14,f,12,6,2017,fldd,,,,,,,,,,,,,,,,,
258,296,38,240,9.00228E+14,f,12,6,2017,fldd,,,,,,,,,,,,,,,,,
240,276,36,195,9.00228E+14,m,12,6,2017,fldd,,,,,,,,,,,,,,,,,
215,246,31,131,9.00228E+14,m,12,6,2017,fldd,,,,,,,,,,,,,,,,,
254,292,38,240,9.00228E+14,f,12,6,2017,fldd,,,,,,,,,,,,,,,,,
216,247,31,132,9.00228E+14,m,12,6,2017,fldd,,,,,,,,,,,,,,,,,
243,275,32,203,9.00228E+14,f,12,6,2017,fldd,,,,,,,,,,,,,,,,,
245,283,38,195,9.00228E+14,f,12,6,2017,fldd,,,,,,,,,,,,,,,,,
207,238,31,126,9.00228E+14,f,12,6,2017,fldd,,,,,,,,,,,,,,,,,
236,270,34,191,9.00228E+14,f,12,6,2017,fldd,,,,,,,,,,,,,,,,,
217,248,31,136,9.00228E+14,m,12,6,2017,fldd,,,,,,,,,,,,,,,,,
236,271,35,173,9.00228E+14,m,12,6,2017,fldd,,,,,,,,,,,,,,,,,
233,266,33,182,9.00228E+14,m,12,6,2017,fldd,,,,,,,,,,,,,,,,,
227,258,31,107,9.00228E+14,f,8,5,2017,ms,,,,,,,,,,,,,,,,,
208,236,28,128,9.00228E+14,m,8,5,2017,ms,,,,,,,,,,,,,,,,,
262,298,36,306,9.00228E+14,f,8,5,2017,ms,,,,,,,,,,,,,,,,,
221,253,32,146,9.00228E+14,m,8,5,2017,ms,,,,,,,,,,,,,,,,,
235,264,29,209,9.00228E+14,f,8,5,2017,ms,,,,,,,,,,,,,,,,,
234,263,29,222,9.00228E+14,f,8,5,2017,ms,,,,,,,,,,,,,,,,,
223,254,31,164,9.00228E+14,m,8,5,2017,ms,,,,,,,,,,,,,,,,,
219,252,33,157,9.00228E+14,m,8,5,2017,ms,FRONT LAKE 7-8 May,,22-25 May FL,,27-30 May,,,3-Jun,,3 Jun FLDD,,5-7 June FLDD,,9-10 June FLDD,,12 June FLDD,
206,236,30,126,9.00228E+14,m,8,5,2017,ms,fl Lf,Mass,Lf,Mass,Lf,mass,,Lf,Mass,Lf,Mass,Lf,Mass,Lf,Mass,Lf,Mass
235,268,33,187,9.00228E+14,f,8,5,2017,ms,242.5,203,226.84375,175.28125,234.8780488,183.4146341,Mean,239.5,133,235.3882353,187.7411765,234.3333333,186.56,232.54,178.12,233.4615385,179.9230769
227,234,7,219,9.00228E+14,m,8,5,2017,ms,5.207366577,18.68510994,3.262726131,8.727417215,2.540452025,6.227787417,Standard Error,4.5,,1.8080968,4.394105835,1.959990194,5.07068025,2.759800348,7.971717353,4.328817249,10.78190646
217,246,29,160,9.00228E+14,m,8,5,2017,ms,238,195.5,224,169.5,236,177,Median,244,,236,185,235,182,233.5,177.5,236,191
265,305,40,298,9.00228E+14,f,8,5,2017,ms,235,#N/A,224,118,225,126,Mode,250,,235,189,220,163,234,220,236,195
239,269,30,219,9.00228E+14,f,8,5,2017,ms,12.75539102,45.76898513,18.45676618,49.36972716,16.26682993,39.87729655,Standard Deviation,14.23024947,,16.66982883,40.5116541,16.97401299,43.91337911,19.51473541,56.36855398,15.60777255,38.87471659
217,246,29,142,9.00228E+14,f,8,5,2017,ms,162.7,2094.8,340.6522177,2437.36996,264.6097561,1590.19878,Sample Variance,202.5,,277.8831933,1641.194118,288.1171171,1928.384865,380.824898,3177.413878,243.6025641,1511.24359
233,261,28,167,9.00228E+14,m,8,5,2017,ms,-1.555114994,1.916073021,0.344768923,0.90285992,-0.193629406,-0.251832658,Kurtosis,-0.58496019,,-0.207589281,-0.13335931,-0.609878128,-0.796821852,-0.555593994,0.748100356,-0.810855644,-0.927497929
246,284,38,224,9.00228E+14,m,8,5,2017,ms,0.567242711,1.015489971,0.691928809,0.957819069,-0.226825976,0.516264055,Skewness,-0.782544431,,-0.339600332,0.276332872,-0.278885367,0.24878206,0.104074931,0.054552614,-0.218796469,-0.019137364
264,283,19,254,9.00228E+14,f,8,5,2017,ms,32,136,78,205,70,153,Range,41,,69,177,71,177,81,308,51,114
227,274,47,204,9.00228E+14,f,8,5,2017,ms,228,147,200,112,198,122,Minimum,213,,196,111,196,109,197,15,207,126
199,231,32,128,9.00228E+14,m,8,5,2017,ms,260,283,278,317,268,275,Maximum,254,,265,288,267,286,278,323,258,240
254,287,33,226,9.00228E+14,f,8,5,2017,ms,1455,1218,7259,5609,9630,7520,Sum,2395,,20008,15958,17575,13992,11627,8906,3035,2339
254,289,35,253,9.00228E+14,m,8,5,2017,ms,6,6,32,32,41,41,Count,10,1,85,85,75,75,50,50,13,13
242,273,31,177,9.00228E+14,m,8,5,2017,ms,13.38596193,48.0316042,6.654373816,17.79968476,5.134445068,12.58682788,Confidence Level(95.0%),10.17970723,,3.595598776,8.738161341,3.905365712,10.10355095,5.546026438,16.01976579,9.43168256,23.49175612
230,261,31,174,9.00228E+14,m,8,5,2017,ms,,,,,,,,Count,,,,,,,,,
241,257,16,210,9.00228E+14,f,8,5,2017,ms,,,,,,,,Confidence Level(95.0%),,,,,,,,,
256,288,32,242,9.00228E+14,f,8,5,2017,ms,,,,,,,,,,,,,,,,,
229,264,35,197,9.00228E+14,m,8,5,2017,ms,,,,,,,,,,,,,,,,,
258,294,36,280,9.00228E+14,f,8,5,2017,ms,,,,,,,,,,,,,,,,,
232,260,28,174,9.00228E+14,m,8,5,2017,ms,,,,,,,,,,,,,,,,,
234,273,39,202,9.00228E+14,m,8,5,2017,ms,,,,,,,,,,,,,,,,,
256,285,29,211,9.00228E+14,m,8,5,2017,ms,,,,,,,,,,,,,,,,,
236,271,35,185,9.00228E+14,m,8,5,2017,ms,,,,,,,,,,,,,,,,,
217,228,11,102,9.00228E+14,m,8,5,2017,ms,,,,,,,,,,,,,,,,,
